"Id","SalePrice"
1461,116320.311060081
1462,160758.904578927
1463,163273.617279247
1464,186710.393631778
1465,233911.501866288
1466,176183.665133748
1467,183276.749274555
1468,165388.295601753
1469,193648.630148987
1470,102690.612525748
1471,182649.926636754
1472,95266.8605674478
1473,93713.9363985393
1474,152863.502616273
1475,136235.663049783
1476,343557.490880421
1477,276890.642652387
1478,315856.974982361
1479,305341.802564536
1480,427484.077946391
1481,303165.612871555
1482,253165.206946965
1483,181008.053683576
1484,165566.657258035
1485,186638.916829731
1486,203277.353591163
1487,317930.289974404
1488,251782.272594175
1489,197153.85621663
1490,202818.962002264
1491,191244.19623262
1492,106267.523437384
1493,175694.741845298
1494,302214.822039698
1495,290542.60799286
1496,221169.366353209
1497,208968.607706679
1498,167669.119271501
1499,167669.119271501
1500,158542.776747963
1501,178062.606209905
1502,156004.635442152
1503,243273.069298761
1504,237554.040785263
1505,220137.431004844
1506,196705.916906296
1507,214492.775898973
1508,167880.249350466
1509,167606.323033847
1510,136135.301161842
1511,134503.767532509
1512,161266.567265618
1513,174164.928544461
1514,172993.463197163
1515,203406.069375139
1516,148149.576185203
1517,176653.175086626
1518,152966.542473057
1519,197443.012184864
1520,126869.468525185
1521,131300.062279825
1522,169233.438331691
1523,120385.402875837
1524,134272.449340155
1525,120197.455858467
1526,115204.170229114
1527,106335.448624568
1528,147376.310001772
1529,137905.310423657
1530,179383.286617894
1531,112590.185368442
1532,102772.860825468
1533,145482.192265832
1534,124712.26761015
1535,145066.282630686
1536,104934.289406353
1537,55294.5830191792
1538,164057.493882877
1539,195318.109572983
1540,115630.419541027
1541,130907.719784024
1542,151036.67661772
1543,202007.625237871
1544,93216.3947889482
1545,129799.685407369
1546,126725.018230202
1547,137669.460221463
1548,154306.498325523
1549,115956.98042745
1550,125519.497119547
1551,107868.489654613
1552,122910.915002509
1553,140154.533322307
1554,129675.89303243
1555,185574.416149938
1556,108463.441830544
1557,106921.29649383
1558,99354.9367967986
1559,94119.9048400546
1560,139392.029375129
1561,137948.370811552
1562,124198.546688837
1563,108083.691113025
1564,161448.67220956
1565,131622.678595617
1566,248221.289318321
1567,75360.5914367451
1568,209442.697445143
1569,103020.11265541
1570,135127.614191591
1571,125549.908300526
1572,133359.693323785
1573,193536.753024419
1574,111368.786443641
1575,193890.899726227
1576,204100.396505707
1577,191377.615807941
1578,140343.950985741
1579,147768.81078375
1580,197953.784356581
1581,161853.361376713
1582,126836.758448219
1583,277408.898503744
1584,227629.243369243
1585,139766.424035691
1586,70737.6656863876
1587,112799.850959721
1588,132729.398879752
1589,97198.6921566441
1590,134654.637888247
1591,96964.9634793066
1592,127708.556790393
1593,114430.176287893
1594,183467.206882839
1595,111507.317720592
1596,221336.290404847
1597,197439.424492432
1598,235735.824718293
1599,159854.835524267
1600,159731.507711141
1601,51758.4479667506
1602,92214.3506697712
1603,84871.8422506687
1604,265899.417337248
1605,219453.97751752
1606,169819.729820361
1607,202952.854145141
1608,214104.356077976
1609,200706.432273824
1610,166167.826367461
1611,139769.727496383
1612,167019.64968896
1613,157942.466227564
1614,104262.387617149
1615,97596.0967145815
1616,80903.690059026
1617,92261.47316139
1618,127436.025635986
1619,128844.23060413
1620,152489.671027911
1621,134062.654351969
1622,138807.434432706
1623,239269.044167929
1624,177199.080053243
1625,115427.013928582
1626,162550.112603179
1627,175123.076838348
1628,262038.378181585
1629,202861.311519137
1630,382984.520690721
1631,262597.515234784
1632,289458.87192241
1633,183646.281736547
1634,177653.104516335
1635,166974.269062155
1636,162519.446841936
1637,182365.228594122
1638,207753.194719214
1639,192356.528905399
1640,263694.998499112
1641,183176.061201819
1642,224533.362487747
1643,239735.940112753
1644,235915.797957132
1645,183430.126063212
1646,146713.861011062
1647,156459.040242032
1648,134145.594994322
1649,141530.530369803
1650,107883.797651217
1651,115214.717332859
1652,95870.3903914935
1653,101734.412360537
1654,149805.161249038
1655,144610.999536794
1656,144507.95081726
1657,150754.199372802
1658,144964.967893436
1659,136674.607878232
1660,145143.474618207
1661,372970.791688156
1662,377757.93313492
1663,358175.465322525
1664,466978.34149125
1665,323673.562093553
1666,299877.870730788
1667,332230.07599211
1668,324545.467037976
1669,295685.433964711
1670,332587.131656833
1671,273384.098685771
1672,401215.776682755
1673,309224.935166438
1674,281544.746961082
1675,213362.300942112
1676,207865.374056064
1677,232851.631714923
1678,441205.104635201
1679,344132.302912414
1680,341869.163964895
1681,287767.259520065
1682,290078.657881953
1683,235163.194365852
1684,182158.160685069
1685,170948.707970868
1686,171838.560924332
1687,186638.916829731
1688,195364.442845777
1689,192557.544966326
1690,183659.343496391
1691,171696.568830863
1692,240055.896507823
1693,186638.916829731
1694,170022.333089656
1695,188379.113329061
1696,241186.521298262
1697,200533.740423481
1698,338001.741484668
1699,319144.334827069
1700,257650.48395421
1701,292073.725477403
1702,264646.549124185
1703,260750.983145881
1704,264406.961649679
1705,235387.893815767
1706,365410.741452474
1707,218878.649319951
1708,215473.223093017
1709,267400.371947184
1710,237105.71264252
1711,237530.949973166
1712,278746.01008839
1713,239303.578552615
1714,226714.561723135
1715,206112.819295062
1716,198251.964912081
1717,177997.184054625
1718,164658.863109663
1719,202415.843724005
1720,223851.039576171
1721,174150.883861612
1722,148112.117660287
1723,143773.724292527
1724,203552.846140012
1725,218481.378247495
1726,186174.881411418
1727,167740.841502869
1728,176632.77902252
1729,169704.114983323
1730,202082.539430952
1731,114894.751477245
1732,112495.638791462
1733,105677.122683543
1734,115895.585056792
1735,132808.794721766
1736,116820.85928288
1737,339744.891498315
1738,275663.48814481
1739,305733.589929363
1740,227674.533566429
1741,189883.025228522
1742,178062.606209905
1743,186970.130911637
1744,319555.753908741
1745,242961.788735718
1746,286003.740709871
1747,206231.379774312
1748,232138.835025341
1749,140315.931663288
1750,147117.86133872
1751,242847.208415359
1752,115859.777776526
1753,159358.958083366
1754,193371.803085485
1755,159573.270060972
1756,113664.482086719
1757,120201.858582606
1758,130047.900352754
1759,169686.593898887
1760,148536.474221148
1761,139440.693868288
1762,176068.881680247
1763,174687.719561102
1764,112018.274408432
1765,181354.189537656
1766,167354.722475738
1767,202264.569950986
1768,142468.365244616
1769,175443.239403679
1770,147225.436043293
1771,129762.957747146
1772,141425.365675787
1773,119541.98962457
1774,158299.901632112
1775,146361.122119168
1776,121490.098012868
1777,102181.422055025
1778,140083.629523571
1779,129063.319293163
1780,171956.781968865
1781,135350.720175027
1782,78483.3618971573
1783,117997.339620705
1784,89369.8348743866
1785,114122.512213526
1786,135016.412229813
1787,164212.310325152
1788,57321.6995010903
1789,96453.2731867621
1790,59659.8827253475
1791,202368.249520316
1792,178146.823166466
1793,124826.418576706
1794,156548.577925542
1795,142393.663386015
1796,145894.575344567
1797,117036.566570238
1798,126806.693318896
1799,105697.658228288
1800,130236.451384786
1801,137445.123824677
1802,157342.137039769
1803,164285.551878667
1804,145239.15857897
1805,140074.947349347
1806,139697.356233592
1807,129086.563202466
1808,118617.221681687
1809,120491.455645762
1810,124421.342045245
1811,111477.496046916
1812,104865.884587519
1813,128240.837228951
1814,84486.2760181346
1815,54578.0265820778
1816,99467.4238144199
1817,88449.0057334997
1818,144601.305597042
1819,118597.389896937
1820,65571.8071250228
1821,122791.154278235
1822,128767.865641475
1823,55285.3610538792
1824,152986.895620976
1825,149160.486791599
1826,104502.250719084
1827,112404.755336705
1828,139761.559221462
1829,110766.681295488
1830,131528.674221437
1831,171112.029420706
1832,102163.137853947
1833,129187.84837354
1834,125681.761641125
1835,137422.262052345
1836,129042.375720761
1837,91562.1534043588
1838,118722.223117757
1839,104642.209112589
1840,125962.181564824
1841,131805.926470416
1842,83410.6138006289
1843,130044.706661973
1844,142633.348522965
1845,163606.964488537
1846,131399.992979421
1847,218024.214903943
1848,55308.9630155437
1849,120442.8322355
1850,112045.592727657
1851,152791.185799442
1852,119618.894218945
1853,117710.838285849
1854,159722.450079572
1855,163364.522164722
1856,200128.12339537
1857,145775.510848609
1858,182628.524506628
1859,163587.613382625
1860,160912.008092867
1861,162074.839515486
1862,250071.74303273
1863,250071.74303273
1864,250071.74303273
1865,283220.933743133
1866,279158.829549693
1867,232272.837235013
1868,267918.523802076
1869,196324.603074549
1870,209679.439657622
1871,233084.54076561
1872,167656.261666673
1873,218871.284616903
1874,156906.782364734
1875,206965.647082994
1876,189185.126397132
1877,207873.543774007
1878,211653.663183675
1879,124245.800839261
1880,141956.961409906
1881,223186.370121592
1882,257552.779092362
1883,203642.625341703
1884,213925.755986165
