"Id","SalePrice"
1461,112176.697759128
1462,143442.848928827
1463,201616.390125606
1464,196788.191631583
1465,180586.915448287
1466,202323.137521778
1467,147943.097510398
1468,181598.685392358
1469,165081.769748555
1470,111793.3980516
1471,187695.660632905
1472,125816.379102946
1473,120527.176892315
1474,182522.144204609
1475,106610.843043894
1476,265847.384126801
1477,184807.600716699
1478,201053.148969338
1479,211769.3884836
1480,302081.85107534
1481,265612.99630346
1482,189785.792196536
1483,162979.524541027
1484,161888.605665288
1485,171566.136784965
1486,210751.081944911
1487,255826.088885756
1488,217163.915498664
1489,174643.413555112
1490,201768.889058731
1491,200631.951631073
1492,124956.14897245
1493,179494.136108099
1494,239158.731807913
1495,232789.237419685
1496,204203.04781444
1497,241601.73883392
1498,177430.63710258
1499,177430.63710258
1500,182139.779848927
1501,215477.172915287
1502,161613.959281825
1503,193909.278538759
1504,223098.924484499
1505,181179.570596072
1506,188084.404889796
1507,252286.098829571
1508,259570.26334517
1509,156250.708578127
1510,134125.287582005
1511,128130.113946382
1512,183115.28763651
1513,206921.174325536
1514,137204.743235697
1515,279345.249963455
1516,188050.277349369
1517,137569.583902102
1518,167429.426326982
1519,178002.764269587
1520,121911.839663539
1521,127848.318844091
1522,167209.164919065
1523,141565.255921395
1524,132012.968027597
1525,106721.15620759
1526,122326.455162147
1527,123289.051650726
1528,130909.563696098
1529,128611.338999697
1530,162606.393155663
1531,180466.499349203
1532,116603.536858676
1533,141010.037366778
1534,132066.988678201
1535,165492.112991131
1536,131505.510553373
1537,105046.350505903
1538,187139.290000543
1539,304944.52033596
1540,217174.550353248
1541,177203.933043088
1542,168423.402759948
1543,207826.350545158
1544,98546.997844749
1545,138001.810691418
1546,130646.26007979
1547,153615.792891763
1548,151734.029261322
1549,128015.178423858
1550,162829.962945488
1551,131064.847649401
1552,173735.729191298
1553,163599.785613833
1554,138874.23704566
1555,196556.575258706
1556,133353.182019653
1557,145176.855127651
1558,101547.953276838
1559,171169.046724191
1560,225006.692793037
1561,188357.771658791
1562,98899.582177572
1563,109769.195785407
1564,144938.084596335
1565,134893.42235066
1566,206061.669974114
1567,97518.8814088432
1568,207818.468490832
1569,167984.323158524
1570,115367.008755763
1571,154660.628278462
1572,125968.905931787
1573,201024.993610504
1574,161835.789820019
1575,199892.95067587
1576,215884.615179055
1577,171500.355884214
1578,176112.566833885
1579,121068.046783575
1580,204164.639522508
1581,115256.577342745
