"Id","SalePrice"
1461,113944.119826019
1462,161270.792400283
1463,188243.056831298
1464,202948.320860836
1465,174769.631851135
1466,186075.889005671
1467,192347.392248115
1468,171657.954050368
1469,184752.149259586
1470,109643.673661497
1471,190586.853153877
1472,102043.261137399
1473,112116.464326041
1474,159403.114722918
1475,117131.959510387
1476,284742.710564108
1477,232750.08643202
1478,247689.178043443
1479,264491.60721391
1480,375976.18309492
1481,262798.060859073
1482,204155.384120461
1483,196467.388315585
1484,172745.135171834
1485,187426.494149221
1486,208811.613733199
1487,279727.133745415
1488,233668.214611626
1489,186627.482162088
1490,216293.747273156
1491,200496.254421567
1492,89676.5894617111
1493,194806.578734653
1494,257817.639036437
1495,243512.776130935
1496,217599.741935827
1497,202858.563841402
1498,148292.095445524
1499,148292.095445524
1500,153437.06361305
1501,179122.851637141
1502,133551.929570671
1503,221989.445643379
1504,215926.420589141
1505,215291.913210801
1506,224602.761031732
1507,272708.467218525
1508,193085.127522292
1509,178416.18713421
1510,145783.423621181
1511,143247.408530359
1512,187890.360107098
1513,182837.406080834
1514,206134.839994721
1515,251839.000319526
1516,148279.270838694
1517,174528.754275389
1518,172401.526603431
1519,215089.915406429
1520,129830.488996209
1521,136481.819125926
1522,175515.067523935
1523,127259.579526013
1524,136940.098720929
1525,118159.518699749
1526,112611.602870339
1527,103244.918350717
1528,142660.020195725
1529,145701.669391592
1530,189457.031923269
1531,118756.313875623
1532,98453.8714845346
1533,176279.253508993
1534,125453.156254859
1535,171723.910923456
1536,102100.341450595
1537,59409.9089982631
1538,133591.004551511
1539,172174.660155471
1540,121792.728930457
1541,126461.605766942
1542,158215.741934121
1543,191561.86044169
1544,84321.1591454684
1545,115057.591249271
1546,112189.472555886
1547,136265.981069949
1548,150372.267351699
1549,104246.187868051
1550,118981.742158867
1551,96169.0230465677
1552,138871.846201858
1553,135978.995989641
1554,123027.224757385
1555,180682.331609136
1556,76804.0391510097
1557,92842.289508309
1558,80787.5693595479
1559,87711.8680022157
1560,133870.09624788
1561,175343.213975497
1562,127419.611603726
1563,106152.06034054
1564,176793.069747289
1565,142223.009003786
1566,219919.858093105
1567,65868.5223804225
1568,199311.398111195
1569,120590.087642244
1570,136331.891513395
1571,147851.457196001
1572,151825.455592042
1573,233539.714648817
1574,124726.490495788
1575,192685.900884266
1576,237810.183179115
1577,188434.20090683
1578,118365.558863673
1579,143319.210493967
1580,195013.452206827
1581,169566.556214253
1582,119950.581377528
1583,281785.764414499
1584,238256.089566174
1585,131342.424718068
1586,74969.7074339241
1587,119632.021047123
1588,156132.735197332
1589,102377.113014665
1590,139828.814894982
1591,109636.804018278
1592,122799.646153515
1593,94480.5369940994
1594,257520.467314803
1595,103280.430451162
1596,193546.296967494
1597,196662.469583391
1598,226376.031893559
1599,156550.133154216
1600,160230.934792861
1601,57369.3547169028
1602,84783.3622315075
1603,85406.5865053227
1604,239039.823887553
1605,220395.824244144
1606,174061.789490681
1607,237575.160970986
1608,203483.735654505
1609,186056.68302292
1610,178521.384193778
1611,148327.004740678
1612,209690.780439647
1613,191515.878141786
1614,129575.535637522
1615,131503.457798485
1616,102505.75423738
1617,122628.2530819
1618,129206.028282497
1619,134588.534854232
1620,187187.758966355
1621,147629.827150889
1622,148475.844946516
1623,243630.999792038
1624,200900.399630042
1625,99992.9003605332
1626,172569.414288241
1627,185982.286234849
1628,268144.388153005
1629,208240.595895592
1630,355661.606633139
1631,207865.448644325
1632,236488.435480205
1633,181146.441754563
1634,190244.121168401
1635,172611.781977234
1636,164376.357179509
1637,210390.591413336
1638,223584.440096502
1639,221981.615484509
1640,315164.90830791
1641,208388.752536345
1642,224224.371955702
1643,218753.993982368
1644,214705.349085595
1645,229889.775800173
1646,148467.858815702
1647,146355.991774144
1648,143780.685858299
1649,153277.816935117
1650,116871.265932931
1651,127828.854245242
1652,103395.270607173
1653,111610.608908159
1654,156340.324552368
1655,130525.47460394
1656,148644.954448568
1657,158411.736196275
1658,149626.440525383
1659,117905.368791825
1660,157503.049948453
1661,321572.044439895
1662,324984.622821266
1663,296966.352434316
1664,383071.057381062
1665,257888.713859956
1666,257380.872125923
1667,301818.008963018
1668,258856.916802923
1669,226410.1259925
1670,267834.748738558
1671,252751.77152415
1672,344187.56362199
1673,273885.386568166
1674,236721.294440498
1675,201161.430451066
1676,193978.961226643
1677,203826.693751079
1678,351720.324973866
1679,311126.79908195
1680,278303.835691112
1681,218926.850284022
1682,244710.872696651
1683,204921.907907458
1684,178722.404124863
1685,182605.662881027
1686,182056.601549893
1687,187426.494149221
1688,197230.628293636
1689,193171.174741539
1690,180105.254937638
1691,163489.438077839
1692,235937.315621341
1693,187426.494149221
1694,179343.47695292
1695,188233.059624474
1696,264265.713073187
1697,204530.875403355
1698,305976.438928851
1699,276192.178236057
1700,231276.643438982
1701,245838.700989749
1702,252350.937335426
1703,247081.723261719
1704,251521.403785569
1705,212745.755799005
1706,353778.091662969
1707,216125.16270019
1708,211356.108320602
1709,227766.464093314
1710,214958.430066779
1711,218618.387761819
1712,271695.237404487
1713,244398.636154138
1714,224952.762212418
1715,198510.191398665
1716,205274.129607676
1717,176604.811069132
1718,176712.489226808
1719,217661.921772827
1720,220866.168871098
1721,170451.653319005
1722,170451.653319005
1723,165093.910394881
1724,218086.623646409
1725,239213.61771778
1726,209323.921442923
1727,179000.459469632
1728,175155.05591374
1729,179530.451091853
1730,228822.870719423
1731,114743.439026936
1732,110149.922825452
1733,101372.748490639
1734,118432.052279711
1735,138577.345211114
1736,116602.567526578
1737,315983.436258553
1738,248822.130244167
1739,348622.73497691
1740,256505.100551725
1741,195683.360140578
1742,179122.851637141
1743,171363.134326942
1744,286534.086118761
1745,221924.08641131
1746,272088.683743785
1747,219456.660401005
1748,285994.530435923
1749,156331.024647535
1750,146891.302011994
1751,274207.24240627
1752,114586.441158183
1753,183694.660858003
1754,201423.508532483
1755,158681.235049279
1756,122741.943069299
1757,118122.009926286
1758,150852.981834792
1759,198153.782311039
1760,162641.681064903
1761,150391.361732532
1762,213629.66698558
1763,178844.674404845
1764,107493.412449397
1765,197077.850759401
1766,174258.4178056
1767,228116.81274864
1768,150411.760228916
1769,163407.529663409
1770,141781.06946516
1771,133400.268475452
1772,150915.192232753
1773,133193.562516066
1774,182669.129448591
1775,138511.579654146
1776,120058.07268064
1777,91532.3896929939
1778,144494.711257067
1779,131602.730834046
1780,155473.46792752
1781,139122.437043155
1782,91655.3371581706
1783,127554.268145724
1784,86061.2055767737
1785,116050.379552722
1786,161882.462992944
1787,153171.216430622
1788,62770.684324529
1789,89608.1960689405
1790,53957.9773687444
1791,237119.883610583
1792,187559.29986885
